location	variant	date	proportion	proportionLower	proportionUpper
Zürich (ZH)	B.D.E.1.1	2024-12-23	0.06726924777630512	0.002816340087322515	0.4862165268488042
Zürich (ZH)	B.D.E.1.1	2024-12-27	0.08999656412464077	0.0037268671068389258	0.6982550270768944
Zürich (ZH)	B.D.E.1.1	2024-12-28	0.07732395093053362	0.0033478243926664372	0.5085534862204384
Zürich (ZH)	B.D.E.1.1	2025-01-01	0.01045932689457342	0.0017243206068998655	0.059203672006309674
Zürich (ZH)	B.D.E.1.1	2025-01-03	0.005336539725840921	0.0013810830036847708	0.0150345184441064
Zürich (ZH)	B.D.E.1.1	2025-01-09	0.002119966083621174	0.0007822154655199161	0.0052058673916246575
Zürich (ZH)	B.D.E.1.1	2025-01-11	0.0018409480860623905	0.0005300671402471243	0.004392171774368916
Zürich (ZH)	B.D.E.1.1	2025-01-13	0.001769664673828579	0.00043652122668180336	0.004044974627894095
Zürich (ZH)	B.D.E.1.1	2025-01-19	0.0018170867848710367	0.0003076344626870392	0.00395475261612187
Zürich (ZH)	B.D.E.1.1	2025-01-21	0.0016684871782252561	4.121013182767516e-05	0.003473166277284296
Zürich (ZH)	B.D.E.1.1	2025-01-24	0.001508605497863527	5.478451587014644e-09	0.0032357260190090903
Zürich (ZH)	B.D.E.1.1	2025-01-29	0.001291495854119403	8.245433027961e-08	0.0032491849427558946
Zürich (ZH)	B.D.E.1.1	2025-02-01	0.0015778990165444939	0.00010608681841976553	0.004275095421768209
Zürich (ZH)	B.D.E.1.1	2025-02-06	0.002671512450360095	0.00035581808678252316	0.0077456874724240775
Zürich (ZH)	B.D.E.1.1	2025-02-09	0.0027283673711261934	0.0004489849088809795	0.008126249895307188
Zürich (ZH)	B.D.E.1.1	2025-02-10	0.0026578034078001294	0.0005073993548250356	0.00756393533660872
Zürich (ZH)	B.D.E.1.1	2025-02-14	0.002356844786536655	0.0007504278458364263	0.00572365973026165
Zürich (ZH)	B.D.E.1.1	2025-02-18	0.002057954153228196	0.0007709295218915221	0.0044622166946929505
